2025-06-27 16:34:53.909 | ERROR    | consumer:loadmodel:96 - loadmodel: Error al cargar el modelo: No module named 'imblearn'
2025-07-01 15:47:47.572 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:47:48.574 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:47:49.575 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:47:50.577 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:47:51.579 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:47:52.579 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:47:53.581 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:47:54.583 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:47:55.584 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:47:56.586 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:47:57.588 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:47:58.589 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:47:59.590 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:48:00.592 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:48:01.594 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:48:02.596 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:48:03.598 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:48:04.600 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:48:05.602 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:48:06.604 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:48:07.606 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:48:08.606 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:48:09.608 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: Consumer closed
2025-07-01 15:48:38.661 | INFO     | consumer_service:consume_loop:33 - Esperando mensajes de Kafka...
2025-07-01 16:25:08.808 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 26.26287215978836, "AnomalyScore": 0.44448839001714213, "Timestamp": "2022-01-25 14:50:00", "Amount": 49.84900209737859, "AccountBalance": 9093.314805842047, "LastLogin": "2022-08-20", "SuspiciousFlag": 1, "Hour": 23, "usuario_id": "5c73ec0f-b963-4ab0-9e10-3a62ff38d731", "transaccion_id": "2b54e59c-cb11-4c55-8e35-be874eb55c99"}
2025-07-01 16:25:09.293 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Other - invalid literal for int() with base 10: 'Other'
2025-07-01 16:25:09.340 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:25:10.345 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 21.296726074181812, "AnomalyScore": 0.7620355019329526, "Timestamp": "2022-01-21 23:04:44", "Amount": 76.61766299155767, "AccountBalance": 1913.9339647387337, "LastLogin": "2022-09-10", "SuspiciousFlag": 1, "Hour": 14, "usuario_id": "e7286191-f0e1-4944-a90b-d18dff99651d", "transaccion_id": "331ddcbd-4999-4a50-8859-ca79e4e95c8d"}
2025-07-01 16:25:10.359 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Other - invalid literal for int() with base 10: 'Other'
2025-07-01 16:25:10.367 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:25:11.369 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 52.96163935958662, "AnomalyScore": 0.19818027207239813, "Timestamp": "2022-01-09 14:15:42", "Amount": 19.034787557761756, "AccountBalance": 8609.537763200435, "LastLogin": "2022-01-01", "SuspiciousFlag": 0, "Hour": 23, "usuario_id": "88f12cde-be19-4933-b0e4-6bc4998952c1", "transaccion_id": "80f14edb-ab41-4aa0-947e-7b6d45a58680"}
2025-07-01 16:25:11.382 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Online - invalid literal for int() with base 10: 'Online'
2025-07-01 16:25:11.390 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:25:12.391 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 16.019287695546776, "AnomalyScore": 0.22607866236295573, "Timestamp": "2022-01-16 02:59:55", "Amount": 76.3198791087706, "AccountBalance": 4075.0699115848993, "LastLogin": "2024-01-27", "SuspiciousFlag": 0, "Hour": 9, "usuario_id": "16c95227-0ce9-49f9-962a-0f5d0fc38e1c", "transaccion_id": "412a675a-97d1-435c-956e-90458c6c6a1f"}
2025-07-01 16:25:12.404 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Online - invalid literal for int() with base 10: 'Online'
2025-07-01 16:25:12.411 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:25:13.412 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 10.057863646142923, "AnomalyScore": 0.33548390763040714, "Timestamp": "2022-01-20 08:19:32", "Amount": 81.19766044677004, "AccountBalance": 8509.332327373395, "LastLogin": "2024-07-31", "SuspiciousFlag": 0, "Hour": 23, "usuario_id": "fdb4b87d-caba-4d61-a252-a5853e3b90a9", "transaccion_id": "83569639-ed77-4700-9eb7-de111faf78a3"}
2025-07-01 16:25:13.428 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Online - invalid literal for int() with base 10: 'Online'
2025-07-01 16:25:13.435 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:25:14.438 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 37.14681764341006, "AnomalyScore": 0.8846220507430966, "Timestamp": "2022-01-23 02:01:45", "Amount": 29.297713782010973, "AccountBalance": 4433.52273704466, "LastLogin": "2022-08-13", "SuspiciousFlag": 0, "Hour": 23, "usuario_id": "ba5da7aa-d6e6-40b2-a3c0-ab5a4ac9aadd", "transaccion_id": "24b8a3b4-1b24-4631-92ec-ad3e429608d7"}
2025-07-01 16:25:14.451 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Other - invalid literal for int() with base 10: 'Other'
2025-07-01 16:25:14.458 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:25:15.459 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 15.280973662681209, "AnomalyScore": 0.45224811825215444, "Timestamp": "2022-02-11 15:00:00", "Amount": 99.88740974312738, "AccountBalance": 9726.54598347682, "LastLogin": "2022-11-10", "SuspiciousFlag": 0, "Hour": 11, "usuario_id": "8513c4eb-ee57-4c04-827a-77dc25893c4c", "transaccion_id": "63c283d1-683a-481e-a202-1d84aecd388e"}
2025-07-01 16:25:15.473 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Online - invalid literal for int() with base 10: 'Online'
2025-07-01 16:25:15.481 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:25:16.482 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Travel", "TransactionAmount": 69.26232376243237, "AnomalyScore": 0.9990473412377048, "Timestamp": "2022-01-19 21:55:04", "Amount": 57.8590725555109, "AccountBalance": 4464.627598983246, "LastLogin": "2022-02-15", "SuspiciousFlag": 0, "Hour": 16, "usuario_id": "42e69ca4-4bc9-425b-842b-fa3cc2db4f99", "transaccion_id": "ccfa4746-d5ba-4b0a-a9f7-14af5886209c"}
2025-07-01 16:25:16.497 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Travel - invalid literal for int() with base 10: 'Travel'
2025-07-01 16:25:16.503 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:32:48.304 | INFO     | consumer_service:consume_loop:33 - Esperando mensajes de Kafka...
2025-07-01 16:33:37.113 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 26.26287215978836, "AnomalyScore": 0.44448839001714213, "Timestamp": "2022-01-25 14:50:00", "Amount": 49.84900209737859, "AccountBalance": 9093.314805842047, "LastLogin": "2022-08-20", "SuspiciousFlag": 1, "Hour": 23, "usuario_id": "d3684cd9-f644-4b9b-a539-94efd711ff27", "transaccion_id": "bfb49832-86eb-4b93-a323-f74d0ddcfaa9"}
2025-07-01 16:33:37.164 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Other - invalid literal for int() with base 10: 'Other'
2025-07-01 16:33:37.175 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:33:38.177 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 21.296726074181812, "AnomalyScore": 0.7620355019329526, "Timestamp": "2022-01-21 23:04:44", "Amount": 76.61766299155767, "AccountBalance": 1913.9339647387337, "LastLogin": "2022-09-10", "SuspiciousFlag": 1, "Hour": 14, "usuario_id": "0e8df08d-2748-472d-b6df-7ea11403c435", "transaccion_id": "fb8ac5a5-364a-42ff-b0a6-e99c953246a4"}
2025-07-01 16:33:38.192 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Other - invalid literal for int() with base 10: 'Other'
2025-07-01 16:33:38.200 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:33:39.202 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 52.96163935958662, "AnomalyScore": 0.19818027207239813, "Timestamp": "2022-01-09 14:15:42", "Amount": 19.034787557761756, "AccountBalance": 8609.537763200435, "LastLogin": "2022-01-01", "SuspiciousFlag": 0, "Hour": 23, "usuario_id": "7ff9d569-2497-4f9e-977b-33d963b98f72", "transaccion_id": "b78cbff4-7dd5-4daa-9324-bc3d5afbd660"}
2025-07-01 16:33:39.223 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Online - invalid literal for int() with base 10: 'Online'
2025-07-01 16:33:39.235 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:33:40.236 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 16.019287695546776, "AnomalyScore": 0.22607866236295573, "Timestamp": "2022-01-16 02:59:55", "Amount": 76.3198791087706, "AccountBalance": 4075.0699115848993, "LastLogin": "2024-01-27", "SuspiciousFlag": 0, "Hour": 9, "usuario_id": "003bfd30-e3e5-4745-8216-560d50e8d643", "transaccion_id": "f9ea6679-ec38-462e-8186-b36f77b26e85"}
2025-07-01 16:33:40.256 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Online - invalid literal for int() with base 10: 'Online'
2025-07-01 16:33:40.265 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:33:41.267 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 10.057863646142923, "AnomalyScore": 0.33548390763040714, "Timestamp": "2022-01-20 08:19:32", "Amount": 81.19766044677004, "AccountBalance": 8509.332327373395, "LastLogin": "2024-07-31", "SuspiciousFlag": 0, "Hour": 23, "usuario_id": "ecf79fe3-6eaf-40a0-bb55-8e896f4e3d57", "transaccion_id": "76db3d22-027a-4e58-aeae-4e2e38ebb767"}
2025-07-01 16:33:41.282 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Online - invalid literal for int() with base 10: 'Online'
2025-07-01 16:33:41.290 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:33:42.292 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 37.14681764341006, "AnomalyScore": 0.8846220507430966, "Timestamp": "2022-01-23 02:01:45", "Amount": 29.297713782010973, "AccountBalance": 4433.52273704466, "LastLogin": "2022-08-13", "SuspiciousFlag": 0, "Hour": 23, "usuario_id": "30d8ad7d-16d4-486b-8718-094b4df13e2b", "transaccion_id": "488f514a-c56e-4b1e-b043-9ebb0580872a"}
2025-07-01 16:33:42.305 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Other - invalid literal for int() with base 10: 'Other'
2025-07-01 16:33:42.312 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:33:43.313 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 15.280973662681209, "AnomalyScore": 0.45224811825215444, "Timestamp": "2022-02-11 15:00:00", "Amount": 99.88740974312738, "AccountBalance": 9726.54598347682, "LastLogin": "2022-11-10", "SuspiciousFlag": 0, "Hour": 11, "usuario_id": "3c57d434-2c05-4c1d-adb7-8e4b57a56fcd", "transaccion_id": "792154d1-2f9c-41bf-9c7e-15aaba346d2f"}
2025-07-01 16:33:43.328 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Online - invalid literal for int() with base 10: 'Online'
2025-07-01 16:33:43.335 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:33:44.337 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Travel", "TransactionAmount": 69.26232376243237, "AnomalyScore": 0.9990473412377048, "Timestamp": "2022-01-19 21:55:04", "Amount": 57.8590725555109, "AccountBalance": 4464.627598983246, "LastLogin": "2022-02-15", "SuspiciousFlag": 0, "Hour": 16, "usuario_id": "47699af5-92d2-4a37-a729-0068fb9ed6ac", "transaccion_id": "71b630b0-2f39-4873-9646-057b5bab8b25"}
2025-07-01 16:33:44.349 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Travel - invalid literal for int() with base 10: 'Travel'
2025-07-01 16:33:44.356 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:35:47.259 | INFO     | consumer_service:consume_loop:33 - Esperando mensajes de Kafka...
2025-07-01 16:35:52.367 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 26.26287215978836, "AnomalyScore": 0.44448839001714213, "Timestamp": "2022-01-25 14:50:00", "Amount": 49.84900209737859, "AccountBalance": 9093.314805842047, "LastLogin": "2022-08-20", "SuspiciousFlag": 1, "Hour": 23, "usuario_id": "15be11c1-bc37-43e5-831e-123976b22df9", "transaccion_id": "61003fe3-c9b2-43b7-88c8-33336d3a47db"}
2025-07-01 16:35:52.425 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Other - invalid literal for int() with base 10: 'Other'
2025-07-01 16:35:52.442 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:35:53.444 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 21.296726074181812, "AnomalyScore": 0.7620355019329526, "Timestamp": "2022-01-21 23:04:44", "Amount": 76.61766299155767, "AccountBalance": 1913.9339647387337, "LastLogin": "2022-09-10", "SuspiciousFlag": 1, "Hour": 14, "usuario_id": "6afa497b-c566-4a0e-9beb-6b1c495a4b13", "transaccion_id": "39011dcf-a6ac-44a3-8469-a2824d39cc1a"}
2025-07-01 16:35:53.458 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Other - invalid literal for int() with base 10: 'Other'
2025-07-01 16:35:53.468 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:35:54.469 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 52.96163935958662, "AnomalyScore": 0.19818027207239813, "Timestamp": "2022-01-09 14:15:42", "Amount": 19.034787557761756, "AccountBalance": 8609.537763200435, "LastLogin": "2022-01-01", "SuspiciousFlag": 0, "Hour": 23, "usuario_id": "f40e8ab2-3e24-4198-821d-c5f5bdedcfe1", "transaccion_id": "8a846d51-7e57-4f11-bf6d-a5cbf4c408c3"}
2025-07-01 16:35:54.481 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Online - invalid literal for int() with base 10: 'Online'
2025-07-01 16:35:54.490 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:35:55.492 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 16.019287695546776, "AnomalyScore": 0.22607866236295573, "Timestamp": "2022-01-16 02:59:55", "Amount": 76.3198791087706, "AccountBalance": 4075.0699115848993, "LastLogin": "2024-01-27", "SuspiciousFlag": 0, "Hour": 9, "usuario_id": "feb89616-75d9-4434-95ba-20e55650c74a", "transaccion_id": "92a76282-ad0c-409f-a143-1723bd05448b"}
2025-07-01 16:35:55.505 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Online - invalid literal for int() with base 10: 'Online'
2025-07-01 16:35:55.514 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:35:56.515 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 10.057863646142923, "AnomalyScore": 0.33548390763040714, "Timestamp": "2022-01-20 08:19:32", "Amount": 81.19766044677004, "AccountBalance": 8509.332327373395, "LastLogin": "2024-07-31", "SuspiciousFlag": 0, "Hour": 23, "usuario_id": "66875503-3ca3-4810-97b1-3a5f91ae885e", "transaccion_id": "45d3a61a-dd96-4f29-97c3-15254d39f0a1"}
2025-07-01 16:35:56.528 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Online - invalid literal for int() with base 10: 'Online'
2025-07-01 16:35:56.537 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:35:57.540 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 37.14681764341006, "AnomalyScore": 0.8846220507430966, "Timestamp": "2022-01-23 02:01:45", "Amount": 29.297713782010973, "AccountBalance": 4433.52273704466, "LastLogin": "2022-08-13", "SuspiciousFlag": 0, "Hour": 23, "usuario_id": "9af1ba92-127e-4e7f-9e59-eda72ed309e4", "transaccion_id": "cd160eb7-97f5-4421-b994-85e7fe9f4510"}
2025-07-01 16:35:57.553 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Other - invalid literal for int() with base 10: 'Other'
2025-07-01 16:35:57.560 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:35:58.562 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 15.280973662681209, "AnomalyScore": 0.45224811825215444, "Timestamp": "2022-02-11 15:00:00", "Amount": 99.88740974312738, "AccountBalance": 9726.54598347682, "LastLogin": "2022-11-10", "SuspiciousFlag": 0, "Hour": 11, "usuario_id": "5b53e26c-1ae5-43b8-8b25-1a003867c014", "transaccion_id": "c60caee3-3f36-49c1-b871-85e00318692b"}
2025-07-01 16:35:58.578 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Online - invalid literal for int() with base 10: 'Online'
2025-07-01 16:35:58.588 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-01 16:35:59.590 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Travel", "TransactionAmount": 69.26232376243237, "AnomalyScore": 0.9990473412377048, "Timestamp": "2022-01-19 21:55:04", "Amount": 57.8590725555109, "AccountBalance": 4464.627598983246, "LastLogin": "2022-02-15", "SuspiciousFlag": 0, "Hour": 16, "usuario_id": "e36a8e51-a605-4a94-9e96-b8a08ad68615", "transaccion_id": "49d6c9f7-3f03-4fd2-9fbf-1db1a7e18d96"}
2025-07-01 16:35:59.604 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: Travel - invalid literal for int() with base 10: 'Travel'
2025-07-01 16:35:59.618 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-02 11:56:30.865 | ERROR    | consumer_service:check_kafka:86 - Error en check_kafka: KafkaError{code=_TRANSPORT,val=-195,str="Failed to get metadata: Local: Broker transport failure"}
2025-07-02 11:56:48.124 | ERROR    | consumer_service:check_kafka:86 - Error en check_kafka: KafkaError{code=_TRANSPORT,val=-195,str="Failed to get metadata: Local: Broker transport failure"}
2025-07-02 11:58:48.612 | INFO     | consumer_service:consume_loop:33 - Esperando mensajes de Kafka...
2025-07-03 01:59:54.694 | INFO     | consumer_service:consume_loop:33 - Esperando mensajes de Kafka...
2025-07-03 02:00:02.900 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 26.26287215978836, "AnomalyScore": 0.44448839001714213, "Timestamp": "2022-01-25 14:50:00", "Amount": 49.84900209737859, "AccountBalance": 9093.314805842047, "LastLogin": "2022-08-20", "SuspiciousFlag": 1, "Hour": 23, "usuario_id": "eb166889-959b-433e-9c6a-191535c347e1", "transaccion_id": "e9aaf321-e8c9-44e9-aa15-feaaad9240c6"}
2025-07-03 02:00:02.959 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: 'Other' - invalid literal for int() with base 10: 'Other'
2025-07-03 02:00:02.974 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-03 02:00:03.977 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 21.296726074181812, "AnomalyScore": 0.7620355019329526, "Timestamp": "2022-01-21 23:04:44", "Amount": 76.61766299155767, "AccountBalance": 1913.9339647387337, "LastLogin": "2022-09-10", "SuspiciousFlag": 1, "Hour": 14, "usuario_id": "26f086a3-cf1f-4ada-8188-2c3643d1d267", "transaccion_id": "ff4404a5-26a3-42f2-ab7a-f0a1a8f73cbd"}
2025-07-03 02:00:04.002 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: 'Other' - invalid literal for int() with base 10: 'Other'
2025-07-03 02:00:04.012 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-03 02:00:05.014 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 52.96163935958662, "AnomalyScore": 0.19818027207239813, "Timestamp": "2022-01-09 14:15:42", "Amount": 19.034787557761756, "AccountBalance": 8609.537763200435, "LastLogin": "2022-01-01", "SuspiciousFlag": 0, "Hour": 23, "usuario_id": "51f25aea-cb8b-48e6-a6e9-404c5c14972c", "transaccion_id": "2a1e62e6-0cb9-4600-9f22-1072a23bfc00"}
2025-07-03 02:00:05.032 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: 'Online' - invalid literal for int() with base 10: 'Online'
2025-07-03 02:00:05.040 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-03 02:00:06.042 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 16.019287695546776, "AnomalyScore": 0.22607866236295573, "Timestamp": "2022-01-16 02:59:55", "Amount": 76.3198791087706, "AccountBalance": 4075.0699115848993, "LastLogin": "2024-01-27", "SuspiciousFlag": 0, "Hour": 9, "usuario_id": "cbfba86e-21ab-4771-bdbd-e9ee456212de", "transaccion_id": "d7487e62-5b0c-4348-9508-4452e900fbc1"}
2025-07-03 02:00:06.057 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: 'Online' - invalid literal for int() with base 10: 'Online'
2025-07-03 02:00:06.065 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-03 02:00:07.067 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Online", "TransactionAmount": 10.057863646142923, "AnomalyScore": 0.33548390763040714, "Timestamp": "2022-01-20 08:19:32", "Amount": 81.19766044677004, "AccountBalance": 8509.332327373395, "LastLogin": "2024-07-31", "SuspiciousFlag": 0, "Hour": 23, "usuario_id": "f6c7f531-810b-4638-ab23-ff8c90d7bc19", "transaccion_id": "92cdd9a6-f19d-4827-ba61-44d82eec33fe"}
2025-07-03 02:00:07.081 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: 'Online' - invalid literal for int() with base 10: 'Online'
2025-07-03 02:00:07.088 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
2025-07-03 02:00:08.088 | INFO     | consumer_service:consume_loop:44 - Mensaje recibido: {"Category": "Other", "TransactionAmount": 37.14681764341006, "AnomalyScore": 0.8846220507430966, "Timestamp": "2022-01-23 02:01:45", "Amount": 29.297713782010973, "AccountBalance": 4433.52273704466, "LastLogin": "2022-08-13", "SuspiciousFlag": 0, "Hour": 23, "usuario_id": "ed498ffe-ce1a-48b9-b78f-f91a37d770fa", "transaccion_id": "ad0f3f08-5c17-425c-b397-f72950ead6f0"}
2025-07-03 02:00:08.101 | ERROR    | data_service:codificar_categoria:51 - Categoría desconocida detectada: 'Other' - invalid literal for int() with base 10: 'Other'
2025-07-03 02:00:08.109 | ERROR    | consumer_service:consume_loop:54 - Error procesando mensaje: 500: Error al procesar el mensaje: 'NoneType' object is not subscriptable
