Category,TransactionAmount,AnomalyScore,Timestamp,Amount,AccountBalance,LastLogin,SuspiciousFlag,Hour
Food,51.6073040765863,0.9585613328123336,2022-01-10 13:00:00,99.7192337077914,4718.536567167799,2024-06-21,0,13
Online,70.86813431740313,0.4745197026132388,2022-01-10 14:00:00,39.30443808666833,9760.428570811451,2023-03-18,0,14
Other,14.748967417508124,0.3279132217069292,2022-01-10 15:00:00,48.95945026618623,4020.714312343048,2022-06-18,0,15
Online,62.37409427812566,0.0452476378006632,2022-01-10 16:00:00,98.73461898413122,1238.1227186710694,2024-02-06,0,16
Other,35.94577240035858,0.8934789871384754,2022-01-10 17:00:00,69.33327246195044,6722.285664371272,2022-08-09,0,17
Retail,56.4273949545298,0.9122973990642969,2022-01-10 18:00:00,65.34894374447977,7475.015618562455,2024-03-16,0,18
Retail,33.87630498125569,0.4038264321080043,2022-01-10 19:00:00,69.82507207727988,7376.854106511174,2024-09-25,0,19
Online,23.30991586673956,0.8944399270078037,2022-01-10 20:00:00,46.17260059157836,5745.0882908674,2023-05-21,0,20
Retail,25.29149584461545,0.0897404131770416,2022-01-10 21:00:00,55.20400597044325,1795.3282266181373,2022-01-24,0,21
Retail,52.565828289984246,0.3351857633051895,2022-01-10 22:00:00,53.97929249001216,8430.98651867882,2022-12-25,0,22
Online,77.85459460480482,0.5722681836455746,2022-01-10 23:00:00,45.00641711892598,5096.276615380732,2024-06-10,0,23
Other,59.1248358630428,0.2720936802463285,2022-01-11 00:00:00,27.18554242606038,9443.19584473682,2024-04-09,0,0
Online,69.93087011641819,0.5157654931543152,2022-01-11 01:00:00,25.420517132167863,7872.506549172416,2023-05-30,0,1
Food,92.35937017351696,0.1344724121321731,2022-01-11 02:00:00,48.2529491789015,6915.0901325047735,2023-04-24,0,2
Travel,24.898259397715726,0.1745842508047409,2022-01-11 03:00:00,38.65841154384127,1617.125777271929,2023-02-02,0,3
Travel,65.35616715581493,0.2188798757268968,2022-01-11 04:00:00,66.64627231049542,2524.244090780498,2024-04-27,0,4
Online,99.04387605443804,0.2187786756626317,2022-01-11 05:00:00,67.64191353460876,1848.9856400309243,2024-05-26,0,5
Retail,64.90209134121136,0.7866977743196337,2022-01-11 06:00:00,95.63285443399356,2295.865934658229,2024-08-22,0,6
Other,90.59198940509926,0.0065898600587622,2022-01-11 07:00:00,81.69004135988487,5626.572877353346,2023-10-18,0,7
Online,52.49254177338928,0.0271173542793712,2022-01-11 08:00:00,60.724694915321855,8645.383185655746,2022-06-29,0,8
Retail,21.65134654738703,0.8702311777696006,2022-01-11 09:00:00,60.55808100557361,8723.861426511972,2022-09-01,0,9
Retail,78.56612335127426,0.6493666203166822,2022-01-11 10:00:00,38.533109535613626,6284.73966605261,2023-02-10,0,10
Food,80.25449380538134,0.7074811593133916,2022-01-11 11:00:00,39.64193470676073,6282.241817070153,2023-06-30,0,11
Travel,15.053521973225672,0.5105081670860443,2022-01-11 12:00:00,52.32859080638063,1538.0330397909063,2022-11-12,0,12
Retail,96.62137605981933,0.281707456377549,2022-01-11 13:00:00,61.157045133672426,1824.800520598792,2024-02-07,0,13
Other,92.88343588588074,0.8142113446109935,2022-01-11 14:00:00,74.41673714777123,4754.880201730244,2024-09-09,0,14
Retail,96.46532589209308,0.7633935853704387,2022-01-11 15:00:00,16.70607949337328,3046.120484791152,2023-11-16,0,15
Food,71.3379670683811,0.5556280311853758,2022-01-11 16:00:00,23.740319049622585,7268.827350334111,2023-03-17,0,16
Travel,64.84821624051361,0.4558990958760039,2022-01-11 17:00:00,72.19579593152234,7777.442049198876,2022-07-17,0,17
Other,79.51078292588622,0.275612962520994,2022-01-11 18:00:00,63.92237414443909,7417.757201392173,2024-09-16,0,18
Online,35.66109499785723,0.3485183802706245,2022-01-11 19:00:00,32.121734238901404,9608.40456164155,2024-06-11,0,19
Food,34.53383406995822,0.9916263388452976,2022-01-11 20:00:00,61.32263139109206,9927.157718777764,2023-07-12,0,20
Retail,18.327174054357272,0.387238274676982,2022-01-11 21:00:00,54.47433021499057,2240.517799293388,2024-09-21,0,21
Food,11.86341116322519,0.2175426414356537,2022-01-11 22:00:00,27.336940402644966,5185.762081850918,2022-09-10,0,22
Food,26.5734715248705,0.2022063741775694,2022-01-11 23:00:00,31.305825185224148,3227.699686241868,2023-03-31,0,23
Food,29.782455750319624,0.4933083192807312,2022-01-12 00:00:00,41.54205962794481,5179.000965050205,2022-01-17,0,0
Travel,59.42213532077228,0.6120335137046751,2022-01-12 01:00:00,32.85924468136734,3238.1840967641533,2023-01-28,0,1
Food,10.317806918915364,0.3276545412729026,2022-01-12 02:00:00,71.23473259275752,9510.171443616422,2024-05-15,0,2
Retail,84.3166959270708,0.8640972249158761,2022-01-12 03:00:00,26.619459510326152,6991.289066546222,2023-03-09,0,3
Travel,36.15552839616184,0.74077886236982,2022-01-12 04:00:00,56.27958729651075,7030.677982437504,2022-08-17,0,4
Travel,27.51526729487366,0.6077520024600808,2022-01-12 05:00:00,79.5393640180564,1656.961894267556,2024-02-25,0,5
Other,10.83104719865872,0.6208991111145831,2022-01-12 06:00:00,36.75441407266821,5930.219713566649,2023-03-08,1,6
Travel,30.82326807262543,0.0443423904348095,2022-01-12 07:00:00,58.17973707615728,2462.046546141992,2024-08-01,0,7
Other,20.01826492292852,0.4031613295818237,2022-01-12 08:00:00,28.303899974374268,7327.564000233736,2023-05-27,0,8
Travel,59.425774167905104,0.9507628829289666,2022-01-12 09:00:00,35.92410077105648,3903.794554497941,2022-12-20,0,9
Online,49.11928354400872,0.7328517217427827,2022-01-12 10:00:00,78.3127071416263,4025.34005328352,2024-05-22,0,10
Travel,27.226847422488543,0.783449780337816,2022-01-12 11:00:00,35.05265258366971,9246.516979425342,2023-02-09,0,11
Retail,41.09922893712948,0.4185392602509085,2022-01-12 12:00:00,70.79730570531635,8961.01169238384,2024-08-15,0,12
Other,62.47164634932084,0.6520016060332727,2022-01-12 13:00:00,61.10932034404943,9608.40456164155,2024-06-11,0,13
Food,87.47329707970232,0.6129715935210693,2022-01-12 14:00:00,56.754616986193845,8720.210862779113,2023-06-19,0,14
Retail,31.214831319840613,0.7701598012954176,2022-01-12 15:00:00,16.219860051456457,6685.598453640112,2022-12-17,0,15
Food,61.90352457018726,0.7173568735458106,2022-01-12 16:00:00,10.802412944130907,2524.244090780498,2024-04-27,0,16
Travel,96.57198893334257,0.5867595351398335,2022-01-12 17:00:00,66.57002449606415,9938.92291891054,2023-07-16,0,17
Retail,37.99213522725594,0.5621896468421762,2022-01-12 18:00:00,26.133992196232175,3402.333160813204,2024-03-27,0,18
Other,51.99564188670163,0.7037667679921972,2022-01-12 19:00:00,17.31735492821924,7708.879304387245,2023-10-11,0,19
Retail,61.43609226237128,0.2649763500619336,2022-01-12 20:00:00,75.32446317385762,9012.480649818945,2023-05-20,0,20
Travel,14.523521313976882,0.119439939441808,2022-01-12 21:00:00,30.768477767337625,6238.206319630766,2023-05-28,0,21
Other,33.91358309691065,0.5873764896528769,2022-01-12 22:00:00,57.45622413714661,4470.138105796166,2023-08-27,0,22
Online,78.97968795996621,0.8256869130953508,2022-01-12 23:00:00,73.3032970491333,6552.817252915446,2024-08-29,0,23
Food,51.13891597355007,0.7572829171552454,2022-01-13 00:00:00,96.23321419600772,4115.718543854602,2022-06-14,0,0
Travel,69.59584396696133,0.9199520465471112,2022-01-13 01:00:00,77.3046654263469,7732.131278300012,2023-08-20,0,1
Retail,66.20543512364335,0.8946864965778659,2022-01-13 02:00:00,62.77388544748326,9035.123330226636,2023-04-07,0,2
Retail,58.01664841377381,0.3964009869235997,2022-01-13 03:00:00,56.5503597491276,4878.871298313591,2023-12-13,0,3
Travel,79.28311196441244,0.2961903751706429,2022-01-13 04:00:00,91.37503293179564,2924.235910641115,2022-04-10,0,4
Other,16.92260058654751,0.4012329535232043,2022-01-13 05:00:00,35.15145130726461,5359.747810190935,2022-01-09,0,5
Food,22.65471379806029,0.7979050029185851,2022-01-13 06:00:00,34.5208597441328,6847.49092112656,2024-02-09,1,6
Travel,12.048607534897886,0.6879926520485328,2022-01-13 07:00:00,95.32857784875084,3302.010949050849,2023-11-09,1,7
Retail,82.52626114093874,0.7405518810727442,2022-01-13 08:00:00,51.40358574104649,5323.113544004934,2024-08-10,0,8
Retail,67.96649542030532,0.3585527610416317,2022-01-13 09:00:00,20.66255752728149,8704.182255178053,2022-08-27,0,9
Travel,87.3613393910834,0.2610608466124333,2022-01-13 10:00:00,53.65543294021365,9411.508716680992,2022-11-18,0,10
Other,55.29097105603493,0.4914997821568332,2022-01-13 11:00:00,46.2432624020462,6383.377144880861,2024-07-28,0,11
Retail,97.05791341411005,0.0525274265761928,2022-01-13 12:00:00,42.303801913906405,8791.304688526334,2024-09-20,0,12
Online,25.14389827717285,0.1267893006667646,2022-01-13 13:00:00,98.06620816132504,3712.1659095755263,2023-03-13,0,13
Travel,51.243510294736616,0.6907669459308304,2022-01-13 14:00:00,61.98793644916741,7871.3859110145295,2022-05-15,0,14
Retail,50.70585723009551,0.8317042766387782,2022-01-13 15:00:00,15.083582510759244,4025.34005328352,2024-05-22,0,15
Food,44.03294777488758,0.3718737635846537,2022-01-13 16:00:00,79.21418526693257,8198.17833915617,2022-08-21,0,16
Retail,18.86049746956485,0.1315993992700281,2022-01-13 17:00:00,14.325618955526988,7244.499732255062,2023-12-02,0,17
Travel,13.478672536399934,0.2694494353927176,2022-01-13 18:00:00,74.04598056616143,4900.652704449377,2023-01-27,0,18
Online,74.97224620949478,0.7677320347425342,2022-01-13 19:00:00,13.775391834001596,2410.574676501887,2023-04-13,0,19
Food,18.097908364235465,0.1150802937910266,2022-01-13 20:00:00,20.773444943242666,6608.386988413693,2024-01-29,0,20
Other,83.10914211490532,0.0838056407330528,2022-01-13 21:00:00,76.94851055777721,4624.660778614991,2022-11-01,0,21
Travel,81.94669264544623,0.0069695841114257,2022-01-13 22:00:00,27.453116490888377,9121.230250792947,2022-03-01,0,22
Retail,18.370412411716973,0.2859944269610791,2022-01-13 23:00:00,61.47768761043001,7585.899378417061,2023-07-11,0,23
Online,71.94075357934904,0.5813751838547687,2022-01-14 00:00:00,68.64043640103054,8479.723197096315,2022-06-06,1,0
Other,84.89408519676891,0.3179432536869019,2022-01-14 01:00:00,39.75178064381655,8884.809636830185,2024-08-25,0,1
Travel,26.085561852185347,0.7364416334829819,2022-01-14 02:00:00,84.98269506569027,1776.6329873685736,2023-07-09,0,2
Other,65.299832246262,0.781144516158459,2022-01-14 03:00:00,29.291555935495328,9784.73655418159,2022-04-22,0,3
Online,64.93988674382405,0.8705355626587007,2022-01-14 04:00:00,22.18984231519618,5713.487344025388,2022-10-19,0,4
Retail,45.88273508416468,0.6173716445774726,2022-01-14 05:00:00,64.22877239230128,5760.88763144699,2022-12-12,0,5
Food,42.37126163650664,0.8085710538493318,2022-01-14 06:00:00,23.85431432932064,4396.07692646077,2022-05-09,0,6
Other,16.026934488711962,0.8848376456935328,2022-01-14 07:00:00,85.9983524413847,4718.536567167799,2024-06-21,0,7
Food,54.92016403904978,0.9389942798388944,2022-01-14 08:00:00,57.86994336632967,1689.971098136797,2022-03-19,0,8
Retail,75.78919810722196,0.3085432272629526,2022-01-14 09:00:00,88.09696867382264,4756.907985455394,2023-12-03,0,9
Online,87.5490045213581,0.6342225001600693,2022-01-14 10:00:00,10.047488390659712,2569.1292344962367,2023-04-11,0,10
Retail,36.01745612017183,0.8321666241180627,2022-01-14 11:00:00,24.83845006368293,3712.1659095755263,2023-03-13,0,11
Online,49.45731634253127,0.7269899136620447,2022-01-14 12:00:00,47.84508341466206,9728.45350689531,2024-02-22,0,12
Food,94.55363187178202,0.3551479335481227,2022-01-14 13:00:00,14.615120532256274,8553.03724422807,2023-11-26,0,13
Other,12.067869544491092,0.5369987811207021,2022-01-14 14:00:00,60.68884239418577,3476.6825785674578,2022-06-21,0,14
Food,24.06076457273275,0.6319375532388383,2022-01-14 15:00:00,61.232174778009686,5158.86049650554,2024-08-04,0,15
Food,59.29937764417035,0.9565005520133336,2022-01-14 16:00:00,93.37250431864632,4190.332236711198,2022-03-27,0,16
Food,47.67133353601729,0.0665114211885339,2022-01-14 17:00:00,95.76692181306092,7853.48731434184,2022-10-02,0,17
Other,34.97478548680935,0.7919936977724671,2022-01-14 18:00:00,61.88904454076027,4754.221572747158,2023-10-19,0,18
Travel,28.35578214518485,0.2217574129478223,2022-01-14 19:00:00,70.86740450604661,4741.807018877029,2023-09-16,0,19
Other,70.81285453080936,0.0127601291087956,2022-01-14 20:00:00,70.95760928948519,8202.52650427615,2023-12-30,0,20
Other,51.916807419107215,0.9480732830039864,2022-01-14 21:00:00,47.59519154883488,2446.8989581877204,2022-10-27,0,21
Online,94.06588628576188,0.4041609764191658,2022-01-14 22:00:00,84.74839337828455,9253.478916937507,2022-11-07,0,22
Retail,64.06478658704091,0.7985862568880285,2022-01-14 23:00:00,64.2996060597047,8295.281557902284,2022-10-07,0,23
Other,53.56586867960771,0.148080122369467,2022-01-15 00:00:00,59.06558827131725,5923.741950678233,2022-02-27,0,0
Travel,21.958819772538543,0.0749136948288784,2022-01-15 01:00:00,59.40095528433461,8830.49151334518,2023-12-25,0,1
Travel,81.11241003559783,0.3973709630787997,2022-01-15 02:00:00,26.18399976018048,1555.7402540205333,2022-03-08,0,2
Other,55.87043537190193,0.4931273104496825,2022-01-15 03:00:00,69.1723428057365,1779.9867179354387,2023-03-14,0,3
Food,48.30064943325625,0.701630082157656,2022-01-15 04:00:00,60.74497628008697,3163.588349598883,2023-06-15,0,4
Retail,10.143338817560196,0.0533305034619242,2022-01-15 05:00:00,60.98699494097934,8825.817318912592,2024-04-11,0,5
Other,39.32528732599576,0.8573620194529876,2022-01-15 06:00:00,99.61607032247228,2896.257873108053,2023-01-17,0,6
Other,45.51139833022316,0.3375587054538276,2022-01-15 07:00:00,84.49928399139073,1696.8778839206364,2023-03-10,0,7
Food,38.54509215572581,0.8582937624628676,2022-01-15 08:00:00,37.87307960365036,3930.467974569421,2023-03-16,0,8
Food,75.64047375168997,0.6594189574982317,2022-01-15 09:00:00,38.69316720496097,8479.723197096315,2022-06-06,1,9
Other,55.28799945162703,0.982233144189468,2022-01-15 10:00:00,45.02844839488476,4443.037377459592,2022-11-24,0,10
Online,76.78513201977871,0.1976974189811654,2022-01-15 11:00:00,66.4761842492444,1547.0545755760388,2024-08-14,0,11
Online,54.42464188670317,0.1012959291600077,2022-01-15 12:00:00,74.41312191791293,2042.69235205651,2022-02-02,0,12
Online,81.38910741573,0.1252676286090109,2022-01-15 13:00:00,43.45501371682296,9447.919780990504,2023-09-07,0,13
Food,76.11121319258898,0.6250968090329804,2022-01-15 14:00:00,28.343420494036856,7665.932450291637,2022-10-13,0,14
Food,70.42955478894876,0.1457623571613654,2022-01-15 15:00:00,70.0043034747928,7273.982375653035,2022-06-01,0,15
Other,49.05614324658684,0.0345541173441893,2022-01-15 16:00:00,89.08776661986285,4843.333768944447,2022-05-17,0,16
Travel,24.820314458083818,0.6253730433627112,2022-01-15 17:00:00,66.08579500983927,5493.960539328983,2022-06-25,0,17
Retail,70.79176647757191,0.5964349376833589,2022-01-15 18:00:00,76.34999350541855,3183.466494213557,2022-10-08,0,18
Online,32.22567447496344,0.2471082532989105,2022-01-15 19:00:00,60.30707463914428,4384.800511892174,2024-02-27,0,19
Travel,50.06525560315955,0.2007972409097866,2022-01-15 20:00:00,33.61255713368315,8077.87841230679,2022-02-17,0,20
Food,50.13305863195163,0.1206256230589088,2022-01-15 21:00:00,41.6707105414218,2392.9224118361144,2022-03-14,0,21
Travel,46.65509369277571,0.2317961719565775,2022-01-15 22:00:00,47.12640903265764,2067.485107928368,2023-07-26,0,22
Online,16.47168996025796,0.2031701732377904,2022-01-15 23:00:00,41.70586082062327,6025.002661070012,2022-09-21,0,23
Travel,76.53717232554115,0.3558289373794184,2022-01-16 00:00:00,42.32811860407804,2546.7251962058235,2024-05-13,0,0
Food,30.772897574209527,0.5059911088157398,2022-01-16 01:00:00,71.7368591339746,6040.584196953391,2022-10-12,0,1
Online,40.85281886146893,0.4523257975361026,2022-01-16 02:00:00,72.73147248409899,3812.531832449845,2023-08-25,0,2
Travel,78.34675383654434,0.8304072019778352,2022-01-16 03:00:00,61.1365320200304,4344.549864306991,2023-02-28,0,3
Travel,81.51690624537433,0.2389827192029654,2022-01-16 04:00:00,40.658978551453465,6807.184597663554,2022-08-02,0,4
Other,80.29202973692207,0.6574015327292173,2022-01-16 05:00:00,38.31991504407297,8191.3595726453905,2023-11-13,0,5
Travel,66.11186189624263,0.8735608699390411,2022-01-16 06:00:00,67.84335713396852,7409.497597151173,2024-02-16,0,6
Online,24.225467946636424,0.8904604827989656,2022-01-16 07:00:00,39.31159079569777,5815.458023742309,2022-09-29,0,7
Online,20.702028708496577,0.9141230022181618,2022-01-16 08:00:00,70.5201057693231,6728.011182922345,2023-03-03,0,8
Other,91.15475103388754,0.1124166383578301,2022-01-16 09:00:00,81.39167697229831,5766.570781258057,2022-06-08,0,9
Other,50.12328348996043,0.8685587035542267,2022-01-16 10:00:00,41.02830654379494,7374.113944470907,2022-12-05,0,10
Other,66.69191083460314,0.1378371338847532,2022-01-16 11:00:00,63.45304123221416,3104.726105653679,2024-05-04,0,11
Other,77.0163722859036,0.5466640066642461,2022-01-16 12:00:00,71.95418453277574,4886.010824613629,2024-04-04,0,12
Travel,88.1879998273516,0.5092080013671066,2022-01-16 13:00:00,74.94314154163287,1188.9529915815351,2024-08-24,0,13
Retail,49.654678943224354,0.4006211268586439,2022-01-16 14:00:00,29.137192085767744,6131.253862602764,2024-07-02,0,14
Food,13.28764210371413,0.4110693200572858,2022-01-16 15:00:00,30.412437389916438,9253.478916937507,2022-11-07,0,15
Online,79.80653967411521,0.6580933392057444,2022-01-16 16:00:00,94.34946872070527,9375.112085436744,2023-02-20,0,16
Food,43.597486396286506,0.3731622790520421,2022-01-16 17:00:00,25.562897726593995,4726.937230596973,2023-08-09,0,17
Online,50.65348135200409,0.5256057278248182,2022-01-16 18:00:00,95.69370268467728,2076.8077958585536,2023-04-27,0,18
Other,20.487632435112,0.6095947677499761,2022-01-16 19:00:00,35.73345140902997,8314.951074449971,2023-02-04,0,19
Online,29.464748047988685,0.8882806622102359,2022-01-16 20:00:00,60.52724778740764,7695.154348220063,2024-02-03,0,20
Food,78.81163469564767,0.4077261993297481,2022-01-16 21:00:00,16.55367815863712,9060.932373148074,2023-02-01,0,21
Other,47.17712118879283,0.3316617184053101,2022-01-16 22:00:00,27.254337830091647,7025.452026763664,2023-02-27,0,22
Other,96.6389149336172,0.3798793049355229,2022-01-16 23:00:00,31.80425218452422,8658.737447150934,2023-05-31,0,23
Online,49.53962600618495,0.6710949995552724,2022-01-17 00:00:00,55.76476528750271,8645.383185655746,2022-06-29,0,0
Food,77.12273560023978,0.2029273666653296,2022-01-17 01:00:00,72.91097613446743,8128.690436376383,2024-01-20,0,1
Retail,98.86850261177064,0.3369032333058752,2022-01-17 02:00:00,71.02737815902991,4018.773274033155,2024-04-15,0,2
Travel,75.98942995326075,0.4087914562083208,2022-01-17 03:00:00,25.85006970131933,6991.289066546222,2023-03-09,0,3
Travel,34.18003279084542,0.3017852440059573,2022-01-17 04:00:00,94.52284775775556,2989.523513506344,2023-10-07,0,4
Other,93.19802228295498,0.7009297040106874,2022-01-17 05:00:00,71.88748429042212,7794.946321991311,2022-04-18,0,5
Food,39.08024183730484,0.6472340686647303,2022-01-17 06:00:00,60.77755146349649,7118.115328388019,2023-10-15,0,6
Online,93.74254728773693,0.758218468358575,2022-01-17 07:00:00,83.56995599613906,2240.517799293388,2024-09-21,0,7
Retail,85.51239290310919,0.5825710700212284,2022-01-17 08:00:00,36.838900427625575,8955.195409522166,2022-03-03,0,8
Food,29.309316594422505,0.3111348930426981,2022-01-17 09:00:00,30.505413673611777,6791.878055912904,2024-03-12,0,9
Other,21.95823269228834,0.0051582175451717,2022-01-17 10:00:00,15.699212220552296,3437.6970574467227,2023-12-24,0,10
Food,54.49466257076344,0.8742499637987547,2022-01-17 11:00:00,97.54709538756718,4750.725054794199,2022-05-26,0,11
Food,90.38738784904037,0.8473010398309025,2022-01-17 12:00:00,28.914617957341772,7476.989180248455,2022-05-30,0,12
Online,35.656275622613975,0.4686762984940886,2022-01-17 13:00:00,40.36412587140183,8723.861426511972,2022-09-01,0,13
Retail,53.71305743046974,0.7783585841491674,2022-01-17 14:00:00,71.44717321901103,9618.239692586712,2024-03-17,0,14
Travel,12.078964200398689,0.6492773003309911,2022-01-17 15:00:00,94.81678805829148,7264.807041213747,2022-12-11,0,15
Online,11.86989716253304,0.1610102850641417,2022-01-17 16:00:00,73.49337233388856,7984.455061795056,2023-06-24,0,16
Other,64.46677075330743,0.868924936481251,2022-01-17 17:00:00,60.43128926324833,4061.519363599025,2023-12-10,0,17
Retail,85.03298823557836,0.1298690814728298,2022-01-17 18:00:00,23.412394540837305,7450.419004134611,2022-04-30,0,18
Travel,73.9220435199139,0.3912918746212878,2022-01-17 19:00:00,60.60671051232616,8451.465531226357,2022-05-24,0,19
Other,54.94551194013814,0.4430814702677387,2022-01-17 20:00:00,83.55191142615169,4571.53943970017,2023-08-01,0,20
Online,37.19806891189177,0.4128823199735548,2022-01-17 21:00:00,16.358985768519588,4726.937230596973,2023-08-09,0,21
Online,46.3097495781524,0.3427835466170711,2022-01-17 22:00:00,28.04993891463165,1418.3050062770094,2024-07-31,0,22
Food,93.33582376428096,0.93154552891716,2022-01-17 23:00:00,83.24582001706487,3066.436106887358,2024-09-03,0,23
Retail,34.311791443000004,0.5852580309755736,2022-01-18 00:00:00,12.826814822817395,5002.071361994263,2023-12-18,0,0
Other,84.20239258527035,0.1611616254570316,2022-01-18 01:00:00,25.0084947085094,3431.9397182364382,2022-12-16,0,1
Food,61.27777287808618,0.5144737947345454,2022-01-18 02:00:00,98.3970945564576,9391.394447653209,2023-06-14,0,2
Other,94.17463250759084,0.5284648108863889,2022-01-18 03:00:00,86.78591683383922,6484.64781184804,2024-03-24,0,3
Retail,98.81986154027904,0.01410023789981,2022-01-18 04:00:00,98.50040705533956,8321.692175664655,2022-07-27,0,4
Travel,98.46506212715911,0.0304469389906831,2022-01-18 05:00:00,69.88048811693454,6807.184597663554,2022-08-02,0,5
Other,28.157020764165203,0.3647035788076702,2022-01-18 06:00:00,58.78615442613221,4839.488862221655,2024-06-22,0,6
Food,55.21552027104936,0.828533445058327,2022-01-18 07:00:00,76.9300755910293,6852.231767864815,2024-05-24,0,7
Food,10.057863646142923,0.6274631866940125,2022-01-18 08:00:00,84.73217509479606,7269.75604357179,2023-04-25,0,8
Other,76.2766117703057,0.6267284710613488,2022-01-18 09:00:00,14.19155734948768,7308.69730189397,2022-10-09,0,9
Retail,66.2294875840379,0.1949825658110274,2022-01-18 10:00:00,41.354180924006975,8085.065244586696,2022-04-19,0,10
Retail,38.9607820625247,0.0069085722737294,2022-01-18 11:00:00,79.33627628450796,9631.517578499512,2022-10-31,0,11
Travel,59.356758088435065,0.1718558466600286,2022-01-18 12:00:00,26.24046796545926,8161.509839907068,2024-06-24,0,12
Travel,70.78871654649292,0.0094157837887031,2022-01-18 13:00:00,66.95973903298082,8922.535956808442,2022-08-06,0,13
Other,82.32764565165749,0.9615069742223832,2022-01-18 14:00:00,17.825253318757426,1087.073831326731,2024-02-12,0,14
Retail,89.1055138692098,0.3375821275380801,2022-01-18 15:00:00,65.62243454329231,9674.062164262285,2023-10-28,0,15
Online,33.55701585109611,0.5195159613350959,2022-01-18 16:00:00,52.91248936316756,2877.527130943666,2023-12-09,0,16
Online,17.4792547126216,0.5636475976544718,2022-01-18 17:00:00,54.95473462280644,1815.8344067650537,2023-01-24,0,17
Travel,92.36977334658442,0.221038682624785,2022-01-18 18:00:00,57.04065911383756,8091.736701622896,2022-01-26,0,18
Food,20.79480941546964,0.6339060442714397,2022-01-18 19:00:00,11.567143945631798,3955.560715841445,2022-10-20,0,19
Other,79.88756388926207,0.3775572655238359,2022-01-18 20:00:00,50.4900697444044,1512.263352658831,2023-06-02,0,20
Retail,77.48594613374806,0.0969676580796811,2022-01-18 21:00:00,26.73357583443433,4121.316624748486,2022-06-16,0,21
Online,56.42352713106991,0.668503877155413,2022-01-18 22:00:00,70.34986000122497,6676.1352986076445,2023-12-14,1,22
Retail,15.163433260690956,0.044166624020332,2022-01-18 23:00:00,82.1111607613807,6552.817252915446,2024-08-29,0,23
Retail,66.28975654227833,0.2401035523725546,2022-01-19 00:00:00,26.719047821992245,2478.8342993715314,2022-08-01,0,0
Online,60.814902227196114,0.974277996904349,2022-01-19 01:00:00,31.736387333577436,9122.326240080129,2023-07-25,0,1
Other,57.753818183479325,0.4812591323208441,2022-01-19 02:00:00,23.73086258823552,9467.31225148779,2024-06-04,0,2
Travel,88.25312681234051,0.7285287577126686,2022-01-19 03:00:00,44.49934478211936,6506.933648420445,2023-10-20,0,3
Retail,13.179436933907718,0.8830880059666149,2022-01-19 04:00:00,20.32425877023761,4698.084283636987,2022-06-04,0,4
Food,79.49662316110677,0.6005404852186255,2022-01-19 05:00:00,38.41693891133238,8351.891276695285,2022-07-09,0,5
Food,35.00140428242311,0.5237677146618158,2022-01-19 06:00:00,90.96302095740636,8351.891276695285,2022-07-09,0,6
Food,87.64706513485294,0.281835867113636,2022-01-19 07:00:00,86.5937053715803,5113.282346727997,2022-06-24,0,7
Online,94.52720429262942,0.8726630093340163,2022-01-19 08:00:00,59.292725283190485,5745.127918765053,2023-01-11,0,8
Other,91.34460458205795,0.386953239126781,2022-01-19 09:00:00,92.38660636515849,8773.956940488475,2022-11-26,1,9
Food,97.04398304186093,0.338016679808673,2022-01-19 10:00:00,48.00091682800642,2727.830524924492,2022-01-18,0,10
Retail,35.906013786922166,0.8195610642467348,2022-01-19 11:00:00,76.41250123375404,7327.564000233736,2023-05-27,0,11
Retail,55.91742368489551,0.2337893882020584,2022-01-19 12:00:00,12.79231871756009,1670.4930903743175,2023-12-05,0,12
Other,86.8363757086116,0.3686420002198971,2022-01-19 13:00:00,21.93791661410581,4450.429068562766,2022-02-28,0,13
Online,33.6914080147524,0.7210381867523538,2022-01-19 14:00:00,73.16714728850143,4084.721807054024,2023-08-31,0,14
Online,59.631169460802525,0.0469248431029969,2022-01-19 15:00:00,62.874333971672,1883.4867347636705,2022-08-28,0,15
Retail,68.98309529639025,0.8766561963606543,2022-01-19 16:00:00,12.95472549914229,7039.2748357039445,2022-12-24,0,16
Other,85.08506109754073,0.5258094625332785,2022-01-19 17:00:00,11.167088142720043,3101.509133840253,2022-01-04,0,17
Food,55.72748196444231,0.8466362648355847,2022-01-19 18:00:00,76.89786951844191,6370.257414195333,2024-06-20,0,18
Online,52.93669296798137,0.7841076684132207,2022-01-19 19:00:00,63.342656568436645,1770.7471891361597,2024-02-14,0,19
Other,52.4160660929501,0.9348507665803928,2022-01-19 20:00:00,62.90008313642736,9151.596943695971,2024-07-15,0,20
Retail,63.639157092267126,0.8019799729662566,2022-01-19 21:00:00,82.94038053812939,5672.324719130025,2022-09-12,0,21
Food,17.641142317760245,0.9338780219683108,2022-01-19 22:00:00,58.10792253138713,4559.447920551074,2024-04-06,0,22
Retail,13.352825271576574,0.0314172736699124,2022-01-19 23:00:00,10.58886273242011,5413.974090650807,2022-07-10,0,23
Online,47.84000801700508,0.071081058330728,2022-01-20 00:00:00,73.61390202453833,1773.8085062866285,2022-09-23,0,0
Retail,12.811154127567958,0.931140005866545,2022-01-20 01:00:00,35.290104499573374,1656.961894267556,2024-02-25,0,1
Travel,60.05883679842616,0.3161546261299969,2022-01-20 02:00:00,40.22710518557125,1795.3282266181373,2022-01-24,0,2
